IRIS_ID	NAME	Variety_Name_verif	COUNTRY	REGION	K9_cluster	Initial_subpop
IRIS_313-10837	BACK_KYUNG_ZO	BACK_KYUNG_ZO	SouthKorea	As7	GJ-tmp	temp
IRIS_313-10838	SSAL_BYEO	SSAL_BYEO	SouthKorea	As7	GJ-tmp	temp
IRIS_313-10839	TAE_GU_NA	TAE_GU_NA	SouthKorea	As7	GJ-tmp	temp
IRIS_313-10840	YE_ZO	YE_ZO	SouthKorea	As7	GJ-tmp	temp
IRIS_313-10841	KETAN_NANGKA	KETAN_NANGKA	Indonesia	As5	GJ-trp	trop
IRIS_313-10842	LUBUK_LINGGAU	LUBUK_LINGGAU	Indonesia	As5	XI-3	ind3
IRIS_313-10844	INDO_NO_7505	INDO_NO_7505	Indonesia	As5	XI-3	ind3
IRIS_313-10845	ARC_5756	ARC_5756	India	As2e	cA_(Aus)	aus
IRIS_313-10847	ARC_6015	ARC_6015	India	As2e	XI-adm	indx
IRIS_313-10848	ARC_6188	ARC_6188	India	As2e	GJ-sbtrp	subtrop
IRIS_313-10849	ARC_7001	ARC_7001	India	As2e	cA_(Aus)	aus
IRIS_313-10850	ARC_7263	ARC_7263	India	As2e	admix	admix
IRIS_313-10851	ARC_7296	ARC_7296	India	As2e	cB_(Bas)	aro
IRIS_313-10852	ARC_7336	ARC_7336	India	As2e	cA_(Aus)	aus
IRIS_313-10853	ARC_10028	ARC_10028	India	As2e	GJ-adm	japx
IRIS_313-10854	ARC_10145	ARC_10145	India	As2e	cA_(Aus)	aus
IRIS_313-10855	ARC_10159	ARC_10159	India	As2e	XI-2	ind2
IRIS_313-10856	ARC_10537	ARC_10537	India	As2e	admix	admix
IRIS_313-10857	ARC_10825	ARC_10825	India	As2e	admix	admix
IRIS_313-10858	ARC_10894	ARC_10894	India	As2e	XI-adm	indx
IRIS_313-10859	ARC_10939	ARC_10939	India	As2e	XI-adm	indx
IRIS_313-10861	ARC_11276	ARC_11276	India	As2e	cA_(Aus)	aus
IRIS_313-10862	ARC_11281	ARC_11281	India	As2e	GJ-adm	japx
IRIS_313-10863	ARC_11322	ARC_11322	India	As2e	XI-2	ind2
IRIS_313-10864	ARC_11338	ARC_11338	India	As2e	admix	admix
IRIS_313-10865	ARC_11424	ARC_11424	India	As2e	GJ-sbtrp	subtrop
IRIS_313-10866	ARC_11478	ARC_11478	India	As2e	GJ-sbtrp	subtrop
IRIS_313-10867	ARC_11538	ARC_11538	India	As2e	GJ-sbtrp	subtrop
IRIS_313-10868	ARC_11571	ARC_11571	India	As2e	cB_(Bas)	aro
IRIS_313-10869	ARC_11751	ARC_11751	India	As2e	cA_(Aus)	aus
IRIS_313-10870	ARC_11768	ARC_11768	India	As2e	GJ-sbtrp	subtrop
IRIS_313-10871	ARC_11777	ARC_11777	India	As2e	cA_(Aus)	aus
IRIS_313-10872	ARC_11802	ARC_11802	India	As2e	GJ-adm	japx
IRIS_313-10873	ARC_11822	ARC_11822	India	As2e	cA_(Aus)	aus
IRIS_313-10874	ARC_11946	ARC_11946	India	As2e	GJ-sbtrp	subtrop
IRIS_313-10875	ARC_12021	ARC_12021	India	As2e	cA_(Aus)	aus
IRIS_313-10876	ARC_12067	ARC_12067	India	As2e	cA_(Aus)	aus
IRIS_313-10877	ARC_12079	ARC_12079	India	As2e	cA_(Aus)	aus
IRIS_313-10878	ARC_12101	ARC_12101	India	As2e	cA_(Aus)	aus
IRIS_313-10879	ARC_12124	ARC_12124	India	As2e	admix	admix
IRIS_313-10880	ARC_12180	ARC_12180	India	As2e	XI-2	ind2
IRIS_313-10881	ARC_12413	ARC_12413	India	As2e	admix	admix
IRIS_313-10882	ARC_12433	ARC_12433	India	As2e	cA_(Aus)	aus
IRIS_313-10883	ARC_12490	ARC_12490	India	As2e	admix	admix
IRIS_313-10884	ARC_12493	ARC_12493	India	As2e	GJ-sbtrp	subtrop
IRIS_313-10885	ARC_12559	ARC_12559	India	As2e	XI-adm	indx
IRIS_313-10886	ARC_12655	ARC_12655	India	As2e	GJ-sbtrp	subtrop
IRIS_313-10887	ARC_12690	ARC_12690	India	As2e	XI-adm	indx
IRIS_313-10888	ARC_12726	ARC_12726	India	As2e	GJ-sbtrp	subtrop
IRIS_313-10889	ARC_12730	ARC_12730	India	As2e	GJ-sbtrp	subtrop
IRIS_313-10890	ARC_12861	ARC_12861	India	As2e	GJ-sbtrp	subtrop
IRIS_313-10891	ARC_12867	ARC_12867	India	As2e	cA_(Aus)	aus
IRIS_313-10892	ARC_12920	ARC_12920	India	As2e	cA_(Aus)	aus
IRIS_313-10893	ARC_13156	ARC_13156	India	As2e	GJ-sbtrp	subtrop
IRIS_313-10894	ARC_13204	ARC_13204	India	As2e	admix	admix
IRIS_313-10895	ARC_13257	ARC_13257	India	As2e	GJ-sbtrp	subtrop
IRIS_313-10896	ARC_13276	ARC_13276	India	As2e	admix	admix
IRIS_313-10897	ARC_13373	ARC_13373	India	As2e	XI-3	ind3
IRIS_313-10898	ANG_KANG_K_P	ANG_KANG_K.P.	Cambodia	As4	XI-3	ind3
IRIS_313-10899	DAMNOEUB_KHSE_SAUT	DAMNOEUB_KHSE_SAUT	Cambodia	As4	XI-3	ind3
IRIS_313-10900	DAMNOEUB_POR_HING	DAMNOEUB_POR_HING	Cambodia	As4	XI-3	ind3
IRIS_313-10901	DAMNOEUB_THPOIL_HING	DAMNOEUB_THPOIL_HING	Cambodia	As4	XI-3	ind3
IRIS_313-10902	KAMPING_POUY	KAMPING_POUY	Cambodia	As4	XI-3	ind3
IRIS_313-10903	KHSAY_VENG	KHSAY_VENG	Cambodia	As4	XI-3	ind3
IRIS_313-10904	KREM_KRAHAM	KREM_KRAHAM	Cambodia	As4	XI-3	ind3
IRIS_313-10905	KUOL_DAUN_THNONG	KUOL_DAUN_THNONG	Cambodia	As4	XI-3	ind3
IRIS_313-10906	LUA_NEP_4416	LUA_NEP_4416	Cambodia	As4	XI-3	ind3
IRIS_313-10907	MARECH_S_V_R	MARECH_S.V.R.	Cambodia	As4	XI-3	ind3
IRIS_313-10908	MOROM	MOROM	Cambodia	As4	XI-3	ind3
IRIS_313-10909	NEANG_CHAN	NEANG_CHAN	Cambodia	As4	XI-3	ind3
IRIS_313-10910	NEANG_MAC	NEANG_MAC	Cambodia	As4	XI-3	ind3
IRIS_313-10911	NEANG_NARY	NEANG_NARY	Cambodia	As4	XI-3	ind3
IRIS_313-10912	NEANG_SAATH_K_45	NEANG_SAATH_K_45	Cambodia	As4	XI-3	ind3
IRIS_313-10913	PHAT_PRORMOL	PHAT_PRORMOL	Cambodia	As4	XI-3	ind3
IRIS_313-10915	PHCAR_SLA_KI	PHCAR_SLA_KI	Cambodia	As4	XI-3	ind3
IRIS_313-10916	SRAU_SLAP	SRAU_SLAP	Cambodia	As4	GJ-tmp	temp
IRIS_313-10917	T_Q_QI_HAYUQBABA	T.Q.QI._HAYUQBABA	Philippines	As5	XI-adm	indx
IRIS_313-10918	T_Q_QI_QINYUHAYUHA	T.Q.QI._QINYUHAYUHA	Philippines	As5	GJ-trp	trop
IRIS_313-10919	PINIDWA_QAN_QIPUGO_PINGKITAN	PINIDWA_QAN_QIPUGO_PINGKITAN	Philippines	As5	GJ-trp	trop
IRIS_313-10920	PINIDWA_QAN_QIPUGO_QELEK	PINIDWA_QAN_QIPUGO_QELEK	Philippines	As5	GJ-trp	trop
IRIS_313-10921	KHAO_PHAE_HOM	Khao_phae_hom	Laos	As4	XI-adm	indx
IRIS_313-10922	R_258	R_258	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-10923	CHABLI_CHABOL_GLANG	CHABLI_CHABOL_GLANG	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-10924	ATH_HAGARI_JARAHAN_PADDY	ATH_HAGARI_JARAHAN_PADDY	Nepal	As2b	XI-adm	indx
IRIS_313-10925	KAMULI	KAMULI	Nepal	As2b	cA_(Aus)	aus
IRIS_313-10926	RAM_SALEE_KATAKA	RAM_SALEE_KATAKA	Nepal	As2b	cB_(Bas)	aro
IRIS_313-10927	SUGA_PANKHA	SUGA_PANKHA	Nepal	As2b	cA_(Aus)	aus
IRIS_313-10928	KHAO'_SIM	KHAO'_SIM	Thailand	As4	XI-3	ind3
IRIS_313-10929	KOLONGI_BAO	KOLONGI_BAO	India	As2a	XI-2	ind2
IRIS_313-10930	PANKHIRAJ	PANKHIRAJ	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-10931	PAKWALAN	PAKWALAN	Philippines	As5	GJ-trp	trop
IRIS_313-10932	CHINA_1039_MUTANT_(DWARF)	CHINA_1039_MUTANT(DWARF)	China	As6	XI-1A	ind1A
IRIS_313-10933	ARC_7281	ARC_7281	India	As2e	cB_(Bas)	aro
IRIS_313-10934	PAH_PIANG	PAH_PIANG	Thailand	As4	XI-3	ind3
IRIS_313-10935	BRONDOL_PUTIH	BRONDOL_PUTIH	Indonesia	As5	XI-3	ind3
IRIS_313-10936	KETAN_GUNDIL	KETAN_GUNDIL	Indonesia	As5	GJ-trp	trop
IRIS_313-10937	PULUT_WAJIT	PULUT_WAJIT	Indonesia	As5	XI-3	ind3
IRIS_313-10938	SIGUPAI	SIGUPAI	Indonesia	As5	XI-3	ind3
IRIS_313-10940	SITANDANG	SITANDANG	Indonesia	As5	XI-3	ind3
IRIS_313-10941	SINTHA	SINTHA	Indonesia	As5	XI-adm	indx
IRIS_313-10942	BANDANG_BUNGKUAKLAN	BANDANG_BUNGKUAKLAN	Indonesia	As5	XI-3	ind3
IRIS_313-10943	PADI_BENOT	PADI_BENOT	Indonesia	As5	XI-3	ind3
IRIS_313-10944	SIPULUT_SUBANG	SIPULUT_SUBANG	Indonesia	As5	XI-3	ind3
IRIS_313-10945	BULAK	BULAK	Indonesia	As5	GJ-trp	trop
IRIS_313-10946	MANGGE	MANGGE	Indonesia	As5	GJ-trp	trop
IRIS_313-10947	NANE	NANE	Indonesia	As5	XI-3	ind3
IRIS_313-10948	PARE_MAROMBA	PARE_MAROMBA	Indonesia	As5	admix	admix
IRIS_313-10949	TEKALAK	TEKALAK	Indonesia	As5	GJ-trp	trop
IRIS_313-10950	ASE_PULU_BOLONG	ASE_PULU_BOLONG	Indonesia	As5	GJ-trp	trop
IRIS_313-10951	JENDA_ABANG	JENDA_ABANG	Indonesia	As5	XI-3	ind3
IRIS_313-10952	KILANG_MEDU	KILANG_MEDU	Indonesia	As5	GJ-trp	trop
IRIS_313-10953	PADI_ABUNG_KUNING	PADI_ABUNG_KUNING	Indonesia	As5	GJ-trp	trop
IRIS_313-10954	PADI_GRUNDUL_1	PADI_GRUNDUL_1	Indonesia	As5	XI-3	ind3
IRIS_313-10955	PADI_PUYUH	PADI_PUYUH	Indonesia	As5	XI-3	ind3
IRIS_313-10956	PUTUS_TOLO	PUTUS_TOLO	Indonesia	As5	GJ-trp	trop
IRIS_313-10957	RANGKAI_KEPEL	RANGKAI_KEPEL	Indonesia	As5	GJ-trp	trop
IRIS_313-10958	RENIK_BELITI	RENIK_BELITI	Indonesia	As5	GJ-trp	trop
IRIS_313-10959	SITABO_TABO	SITABO-TABO	Indonesia	As5	GJ-trp	trop
IRIS_313-10960	SUNGKAI	SUNGKAI	Indonesia	As5	GJ-trp	trop
IRIS_313-10961	TARING_PELUNDUK	TARING_PELUNDUK	Indonesia	As5	XI-3	ind3
IRIS_313-10962	TERUNG_DAUN	TERUNG_DAUN	Indonesia	As5	XI-3	ind3
IRIS_313-10963	KATAKCHIKON	KATAKCHIKON	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-10964	SADUMONI	SADUMONI	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-10965	TILOKCHAN_(SONABETHI)	TILOKCHAN(SONABETHI)	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-10966	HURANG_ARISO_LUTA	HURANG_ARISO_LUTA	Brazil	Am	XI-adm	indx
IRIS_313-10967	IAS_22-8_PALMAR	IAS22-8_PALMAR	Brazil	Am	GJ-tmp	temp
IRIS_313-10968	IH_PEN_SHIM_MING	IH_PEN_SHIM_MING	Brazil	Am	XI-1A	ind1A
IRIS_313-10969	INDIA_DULAR_(NO_ORDEM_7)	INDIA_DULAR(NO._ORDEM_7)	Brazil	Am	cA_(Aus)	aus
IRIS_313-10970	NANG_SAU_DO	NANG_SAU_DO	Vietnam	As4	XI-3	ind3
IRIS_313-10971	BADAL	BADAL	Bangladesh	As2c	XI-2	ind2
IRIS_313-10972	DUDA_MONOR	DUDA_MONOR	Bangladesh	As2c	XI-2	ind2
IRIS_313-10973	KALA_DIGHA	KALA_DIGHA	Bangladesh	As2c	XI-2	ind2
IRIS_313-10974	KAMRANGA	KAMRANGA	Bangladesh	As2c	XI-2	ind2
IRIS_313-10975	KOLA_MUCHI	KOLA_MUCHI	Bangladesh	As2c	XI-2	ind2
IRIS_313-10976	LAKHSMI_DIGHA	LAKHSMI_DIGHA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-10977	MATI_CHAL	MATI_CHAL	Bangladesh	As2c	XI-2	ind2
IRIS_313-10978	PANI_TORONG	PANI_TORONG	Bangladesh	As2c	XI-adm	indx
IRIS_313-10979	BORA_DIGA	BORA_DIGA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-10980	DUDHSAR	DUDHSAR	Bangladesh	As2c	admix	admix
IRIS_313-10981	JHUL_DIGA	JHUL_DIGA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-10982	LUDI_GOCHYA	LUDI_GOCHYA	Bangladesh	As2c	XI-2	ind2
IRIS_313-10983	BOROJYOT	BOROJYOT	Bangladesh	As2c	XI-adm	indx
IRIS_313-10984	DUDHSAR	DUDHSAR	Bangladesh	As2c	XI-2	ind2
IRIS_313-10985	GOBOL_SAIL_(BALAM)	GOBOL_SAIL(BALAM)	Bangladesh	As2c	XI-2	ind2
IRIS_313-10986	HALDI_JAON	HALDI_JAON	Bangladesh	As2c	XI-2	ind2
IRIS_313-10987	SUNGA_WALA	SUNGA_WALA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-10988	CO_36	CO_36	India	As2a	XI-adm	indx
IRIS_313-10989	GUTTI_AKKULLU	GUTTI-AKKULLU	India	As2a	XI-2	ind2
IRIS_313-10990	BALIBUD	BALIBUD	Philippines	As5	XI-adm	indx
IRIS_313-10991	GINATOS	GINATOS	Philippines	As5	GJ-trp	trop
IRIS_313-10992	PILIT_TAPUL	PILIT_TAPUL	Philippines	As5	GJ-trp	trop
IRIS_313-10993	LANNAB	LANNAB	Philippines	As5	GJ-trp	trop
IRIS_313-10994	PANGETAN	PANGETAN	Philippines	As5	GJ-trp	trop
IRIS_313-10995	ASE_BAKKA_LOMPO	ASE_BAKKA_LOMPO	Indonesia	As5	XI-3	ind3
IRIS_313-10996	BAKASI	BAKASI	Indonesia	As5	XI-adm	indx
IRIS_313-10997	CEMPO_MANGGAR	CEMPO_MANGGAR	Indonesia	As5	XI-3	ind3
IRIS_313-10998	KETAN_RASO	KETAN_RASO	Indonesia	As5	XI-adm	indx
IRIS_313-10999	LANDEO	LANDEO	Indonesia	As5	GJ-trp	trop
IRIS_313-11000	MAIRUL	MAIRUL	Indonesia	As5	XI-3	ind3
IRIS_313-11001	PAEDAI_SOBUDI	PAEDAI_SOBUDI	Indonesia	As5	GJ-trp	trop
IRIS_313-11003	PAE_MEETO	PAE_MEETO	Indonesia	As5	GJ-trp	trop
IRIS_313-11004	PAE_SANGGULA	PAE_SANGGULA	Indonesia	As5	GJ-trp	trop
IRIS_313-11005	PULU_LOTONG	PULU_LOTONG	Indonesia	As5	GJ-trp	trop
IRIS_313-11006	PULU_RENNI	PULU_RENNI	Indonesia	As5	XI-3	ind3
IRIS_313-11007	PULUT_BONGO	PULUT_BONGO	Indonesia	As5	GJ-trp	trop
IRIS_313-11008	PULUT_CENRANA	PULUT_CENRANA	Indonesia	As5	GJ-trp	trop
IRIS_313-11009	PULUT_HALAPA	PULUT_HALAPA	Indonesia	As5	GJ-trp	trop
IRIS_313-11010	PULUT_PUTIH	PULUT_PUTIH	Indonesia	As5	XI-3	ind3
IRIS_313-11011	SUNAR	SUNAR	Indonesia	As5	XI-adm	indx
IRIS_313-11012	TELURIKAN	TELURIKAN	Indonesia	As5	admix	admix
IRIS_313-11013	BOTESWAR_2	BOTESWAR_2	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11014	CHAKILA	CHAKILA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11015	HANPA	HANPA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11016	KACHILON	KACHILON	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11017	LOROI	LOROI	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11018	MADISA	MADISA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11019	PORANG	PORANG	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11020	BAMLA_SUFFAID_320	BAMLA_SUFFAID_320	Pakistan	As1	cA_(Aus)	aus
IRIS_313-11021	BARA_PASHAWARI_390	BARA_PASHAWARI_390	Pakistan	As1	cB_(Bas)	aro
IRIS_313-11022	BASMATI_SUFAID_100	BASMATI_SUFAID_100	Pakistan	As1	cB_(Bas)	aro
IRIS_313-11023	BASMATI_SURKH_161	BASMATI_SURKH_161	Pakistan	As1	cB_(Bas)	aro
IRIS_313-11024	BEGMI_135	BEGMI_135	Pakistan	As1	cA_(Aus)	aus
IRIS_313-11025	DHAN_263	DHAN_263	Pakistan	As1	cA_(Aus)	aus
IRIS_313-11026	HANSRAJ	HANSRAJ	Pakistan	As1	cB_(Bas)	aro
IRIS_313-11027	JHONA_101	JHONA_101	Pakistan	As1	cA_(Aus)	aus
IRIS_313-11028	MOTIA	MOTIA	Pakistan	As1	cA_(Aus)	aus
IRIS_313-11029	MUSHKAN_340_A	MUSHKAN_340_A	Pakistan	As1	cA_(Aus)	aus
IRIS_313-11030	MUTANT_12-42	MUTANT_12-42	Pakistan	As1	cB_(Bas)	aro
IRIS_313-11031	NAWAN_SATHRA_BAGAR_344	NAWAN_SATHRA_BAGAR_344	Pakistan	As1	cA_(Aus)	aus
IRIS_313-11032	PALAM_PURI_BAS_137	PALAM_PURI_BAS_137	Pakistan	As1	cB_(Bas)	aro
IRIS_313-11033	RATRIO	RATRIO	Pakistan	As1	admix	admix
IRIS_313-11034	SANTHI_206	SANTHI_206	Pakistan	As1	cA_(Aus)	aus
IRIS_313-11035	ZIRA_SHAHI	ZIRA_SHAHI	Pakistan	As1	admix	admix
IRIS_313-11036	34	34	Pakistan	As1	cA_(Aus)	aus
IRIS_313-11037	421	421	Pakistan	As1	cA_(Aus)	aus
IRIS_313-11038	AI_NAN_TSAO_39	AI-NAN-TSAO_39	China	As6	XI-1A	ind1A
IRIS_313-11039	KWANG_LU_AI_4	KWANG-LU-AI_4	China	As6	XI-1A	ind1A
IRIS_313-11040	KAVIVARI_SAMBA	KAVIVARI_SAMBA	India	As2a	XI-adm	indx
IRIS_313-11041	POONGAR	POONGAR	India	As2a	XI-2	ind2
IRIS_313-11042	VELLAIKOTTAI	VELLAIKOTTAI	India	As2a	XI-adm	indx
IRIS_313-11043	BENGKA_KERSEK	BENGKA_KERSEK	Malaysia	As4	XI-3	ind3
IRIS_313-11044	BUKU	BUKU	Malaysia	As4	GJ-trp	trop
IRIS_313-11045	ENGKABANG	ENGKABANG	Malaysia	As4	GJ-trp	trop
IRIS_313-11046	LALANGIT	LALANGIT	Malaysia	As4	GJ-trp	trop
IRIS_313-11047	AUS_84	AUS_84	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11048	AUS_171	AUS_171	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11049	AUS_219	AUS_219	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11050	AUS_233	AUS_233	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11051	AUS_242	AUS_242	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11052	AUS_278	AUS_278	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11053	AUS_282	AUS_282	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11054	AUS_295	AUS_295	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11055	AUS_299	AUS_299	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11056	AUS_301	AUS_301	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11057	AUS_308	AUS_308	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11058	AUS_329	AUS_329	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11059	AUS_344	AUS_344	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11060	AUS_359	AUS_359	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11061	AUS_449	AUS_449	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11062	BEGUNBICHI_33	BEGUNBICHI_33	Bangladesh	As2c	cB_(Bas)	aro
IRIS_313-11063	BORO_70-2	BORO_70-2	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11064	BORO_275	BORO_275	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11065	BORO_394	BORO_394	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11066	GASMAL_339	GASMAL_339	Bangladesh	As2c	admix	admix
IRIS_313-11067	KALIBORO_600	KALIBORO_600	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11068	PANKAIT_31	PANKAIT_31	Bangladesh	As2c	cB_(Bas)	aro
IRIS_313-11069	TUPA_15-3	TUPA_15-3	Bangladesh	As2c	cB_(Bas)	aro
IRIS_313-11070	TUPA	TUPA	Bangladesh	As2c	admix	admix
IRIS_313-11071	CHAO_HAI	Chao_hai	Laos	As4	XI-adm	indx
IRIS_313-11072	CHAO_LEP_NOK	Chao_lep_nok	Laos	As4	XI-3	ind3
IRIS_313-11073	KHAO_DAM	Khao_dam	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-11074	KHAO_MAK_KHAM	KHAO_MAK_KHAM	Laos	As4	XI-3	ind3
IRIS_313-11075	KHAO_NAM_YEN	Khao_nam_yen	Laos	As4	GJ-adm	japx
IRIS_313-11076	LAI_NOK_KHA	Lai_nok_kha	Laos	As4	XI-3	ind3
IRIS_313-11077	LAI_HANG_HMA	Lai_hang_hma	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-11078	NON_HAI	Non_hai	Laos	As4	XI-adm	indx
IRIS_313-11079	PHAN_PHAE	Phan_phae	Laos	As4	XI-3	ind3
IRIS_313-11080	PHAE_MEUN_LAN	Phae_meun_lan	Laos	As4	XI-3	ind3
IRIS_313-11081	THAO_LOUANG	THAO_LOUANG	Laos	As4	XI-3	ind3
IRIS_313-11082	EA_DAM_HANG_DOK	Ea_dam_hang_dok	Laos	As4	XI-3	ind3
IRIS_313-11083	EA_TIA	Ea_tia	Laos	As4	XI-3	ind3
IRIS_313-11084	KABIN	KABIN	Cambodia	As4	XI-3	ind3
IRIS_313-11085	KHAO_HAE	Khao_hae	Laos	As4	XI-adm	indx
IRIS_313-11086	KHAO_THAMA	KHAO_THAMA	Laos	As4	XI-3	ind3
IRIS_313-11087	PONG_SANG_A	PONG_SANG_A	Cambodia	As4	XI-3	ind3
IRIS_313-11088	SRAU_KHSAI	SRAU_KHSAI	Cambodia	As4	XI-3	ind3
IRIS_313-11089	SRAU_THMOR	SRAU_THMOR	Cambodia	As4	XI-3	ind3
IRIS_313-11090	KEO_LAI	Keo_lai	Laos	As4	XI-3	ind3
IRIS_313-11091	KHAO_NON	Khao_non	Laos	As4	XI-adm	indx
IRIS_313-11092	KHAO_PA_SIEV	Khao_pa_siev	Laos	As4	admix	admix
IRIS_313-11093	KHAO_TAM	KHAO_TAM	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-11094	MAK_BOUAP	MAK_BOUAP	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-11095	MAK_EA_NAM	Mak_ea_nam	Laos	As4	XI-3	ind3
IRIS_313-11096	CADUNG_SO_BLOC_1	CADUNG_SO_BLOC_1	Vietnam	As4	XI-3	ind3
IRIS_313-11097	KALAGNON	KALAGNON	Philippines	As5	XI-adm	indx
IRIS_313-11098	KOLUBA	KOLUBA	SierraLeone	Af1	XI-3	ind3
IRIS_313-11099	PECALO	PECALO	SierraLeone	Af1	XI-2	ind2
IRIS_313-11100	MAMON	MAMON	Liberia	Af1	GJ-trp	trop
IRIS_313-11101	Y_115	Y_115	Liberia	Af1	XI-adm	indx
IRIS_313-11102	D_1-39	D_1-39	Liberia	Af1	GJ-trp	trop
IRIS_313-11103	D_1-147	D_1-147	Liberia	Af1	GJ-trp	trop
IRIS_313-11104	D_3-102	D_3-102	Liberia	Af1	GJ-trp	trop
IRIS_313-11105	D_3-130	D_3-130	Liberia	Af1	GJ-trp	trop
IRIS_313-11106	D_4-193	D_4-193	Liberia	Af1	GJ-trp	trop
IRIS_313-11107	ZANTON	ZANTON	Liberia	Af1	GJ-trp	trop
IRIS_313-11108	B_12	B_12	Liberia	Af1	XI-3	ind3
IRIS_313-11109	B_106	B_106	Liberia	Af1	GJ-trp	trop
IRIS_313-11110	SAYAM	SAYAM	SriLanka	As2	XI-2	ind2
IRIS_313-11111	SAITA	SAITA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11112	HIJOL_DIGA	HIJOL_DIGA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11113	KAL_SHULI	KAL_SHULI	Bangladesh	As2c	XI-2	ind2
IRIS_313-11114	BIRUI_SAIL	BIRUI_SAIL	Bangladesh	As2c	XI-2	ind2
IRIS_313-11115	KALA_MUNA	KALA_MUNA	Bangladesh	As2c	XI-2	ind2
IRIS_313-11116	KORTIK_KAIKA	KORTIK_KAIKA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11117	KAYELI_KUNING	KAYELI_KUNING	Indonesia	As5	GJ-trp	trop
IRIS_313-11118	SOC_NAU_(BIEN_THE)	SOC_NAU(BIEN_THE)	Vietnam	As4	XI-3	ind3
IRIS_313-11119	NEP_BUNG	NEP_BUNG	Vietnam	As4	XI-adm	indx
IRIS_313-11120	GURULEY	GURULEY	Bhutan	As2d	XI-2	ind2
IRIS_313-11121	GBRA	GBRA	Liberia	Af1	GJ-trp	trop
IRIS_313-11122	IR_1813-694-2	IR_1813-694-2	Philippines	As5	XI-1B	ind1B
IRIS_313-11123	BAZAIL_975	BAZAIL_975	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11124	BAZAIL_980	BAZAIL_980	Bangladesh	As2c	admix	admix
IRIS_313-11125	DHALA_AMAN_973	DHALA_AMAN_973	Bangladesh	As2c	admix	admix
IRIS_313-11126	ANBAW	ANBAW	Myanmar	As3	XI-adm	indx
IRIS_313-11127	BUBAW	BUBAW	Myanmar	As3	GJ-sbtrp	subtrop
IRIS_313-11128	GOKAUNG	GOKAUNG	Myanmar	As3	XI-adm	indx
IRIS_313-11129	HAORU	HAORU	Myanmar	As3	XI-adm	indx
IRIS_313-11130	HTAWPATT	HTAWPATT	Myanmar	As3	XI-adm	indx
IRIS_313-11131	KALAI	KALAI	Myanmar	As3	XI-adm	indx
IRIS_313-11132	KALALAN	KALALAN	Myanmar	As3	XI-adm	indx
IRIS_313-11133	LWANKHAN	LWANKHAN	Myanmar	As3	XI-3	ind3
IRIS_313-11134	MANSAT_3	MANSAT-3	Myanmar	As3	XI-adm	indx
IRIS_313-11135	MAUNG_NYO	MAUNG_NYO	Myanmar	As3	XI-3	ind3
IRIS_313-11136	NGAKWE_THETYIN	NGAKWE_THETYIN	Myanmar	As3	admix	admix
IRIS_313-11137	NGALONGYI	NGALONGYI	Myanmar	As3	XI-adm	indx
